,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,index,Unnamed: 0.1.1,home,fg_r,fga_r,3p_r,3pa_r,3p_max_r,ft_r,fta_r,orb_r,drb_r,ast_r,stl_r,blk_r,tov_r,o_fg_r,o_fga_r,o_3p_r,o_3pa_r,o_3p_max_r,o_ft_r,o_fta_r,o_orb_r,o_drb_r,o_ast_r,o_stl_r,o_blk_r,o_tov_r,fg_opp_r,fga_opp_r,3p_opp_r,3pa_opp_r,3p_max_opp_r,ft_opp_r,fta_opp_r,orb_opp_r,drb_opp_r,ast_opp_r,stl_opp_r,blk_opp_r,tov_opp_r,o_fg_opp_r,o_fga_opp_r,o_3p_opp_r,o_3pa_opp_r,o_3p_max_opp_r,o_ft_opp_r,o_fta_opp_r,o_orb_opp_r,o_drb_opp_r,o_ast_opp_r,o_stl_opp_r,o_blk_opp_r,o_tov_opp_r,team,team_opp,date,PointDifference,Line,Covered,points,points_opp,O/U_Result,O/U_Line,Covered_O/U
2151,2151,2151,2151,2151,1737,1,42.0,90.7,9.3,32.3,3.0,17.0,21.7,11.0,34.3,24.0,9.7,3.7,14.0,40.3,86.0,10.7,29.7,3.0,20.3,24.3,9.7,33.7,24.7,6.0,5.7,14.7,40.0,84.0,9.3,30.3,3.3,20.3,23.0,9.3,34.7,24.3,6.7,6.7,12.7,44.7,90.7,12.0,30.0,3.3,14.0,19.0,11.7,31.3,27.7,8.0,5.7,9.7,ORL,WAS,2023-03-21,-10,-1.5,1.0,122,112,234,223.5,1.0
2152,2152,2152,2152,2152,1498,1,41.0,88.3,12.0,34.0,4.0,18.3,23.0,11.0,27.3,24.3,8.0,4.0,10.3,38.0,82.0,12.7,34.7,5.3,26.0,30.0,12.7,34.0,19.7,7.0,2.3,13.7,46.3,99.7,16.3,38.0,4.7,15.7,23.7,14.0,33.3,27.7,9.0,4.3,13.7,47.0,96.0,12.0,31.0,4.0,21.0,26.0,15.0,36.7,23.7,7.0,5.7,15.7,NOP,SAS,2023-03-21,-35,-13.5,1.0,119,84,203,230.5,0.0
2153,2153,2153,2153,2153,2052,1,40.3,88.3,18.0,43.3,4.7,19.0,26.7,9.3,38.7,28.0,4.7,5.0,8.7,40.0,86.3,14.3,37.0,4.3,19.7,24.3,7.0,38.0,26.7,5.7,5.7,9.0,39.0,86.3,16.3,44.3,5.0,21.3,27.0,10.3,35.0,26.3,7.0,3.0,10.3,39.0,86.7,14.3,38.3,5.0,18.3,25.0,11.0,35.3,25.3,6.0,3.7,12.7,SAC,BOS,2023-03-21,23,5.0,0.0,109,132,241,238.0,1.0
2154,2154,2154,2154,2154,151,0,39.0,86.3,16.3,44.3,5.0,21.3,27.0,10.3,35.0,26.3,7.0,3.0,10.3,39.0,86.7,14.3,38.3,5.0,18.3,25.0,11.0,35.3,25.3,6.0,3.7,12.7,40.3,88.3,18.0,43.3,4.7,19.0,26.7,9.3,38.7,28.0,4.7,5.0,8.7,40.0,86.3,14.3,37.0,4.3,19.7,24.3,7.0,38.0,26.7,5.7,5.7,9.0,BOS,SAC,2023-03-21,-23,-5.0,1.0,132,109,241,238.0,1.0
2155,2155,2155,2155,2155,2131,0,46.3,99.7,16.3,38.0,4.7,15.7,23.7,14.0,33.3,27.7,9.0,4.3,13.7,47.0,96.0,12.0,31.0,4.0,21.0,26.0,15.0,36.7,23.7,7.0,5.7,15.7,41.0,88.3,12.0,34.0,4.0,18.3,23.0,11.0,27.3,24.3,8.0,4.0,10.3,38.0,82.0,12.7,34.7,5.3,26.0,30.0,12.7,34.0,19.7,7.0,2.3,13.7,SAS,NOP,2023-03-21,35,13.5,0.0,84,119,203,230.5,0.0
2156,2156,2156,2156,2156,71,1,46.3,99.3,8.3,28.3,2.3,19.0,24.3,17.0,32.0,21.7,5.7,5.3,12.3,50.7,94.7,12.3,32.0,4.0,13.3,19.7,10.3,33.7,31.0,9.0,8.0,13.0,38.3,88.7,10.7,31.0,4.3,11.7,15.7,13.7,26.3,22.7,6.7,2.7,13.0,43.0,84.3,9.3,31.7,3.7,20.7,24.0,10.3,35.3,28.7,7.3,6.7,10.7,ATL,DET,2023-03-21,-22,-13.5,1.0,129,107,236,236.5,0.0
2157,2157,2157,2157,2157,1656,0,42.3,92.3,11.7,30.7,4.3,22.3,26.3,10.3,34.3,20.0,7.3,2.3,12.3,42.0,90.3,13.7,36.3,3.3,20.7,28.7,13.0,35.3,28.3,6.7,6.7,13.7,43.7,93.3,11.3,28.0,3.3,21.0,26.3,15.7,29.7,26.3,10.3,2.3,10.3,42.7,84.7,11.0,32.0,4.7,17.3,21.3,9.0,31.3,25.0,8.7,5.0,15.3,OKC,LAC,2023-03-21,-1,6.5,1.0,101,100,201,237.5,0.0
2158,2158,2158,2158,2158,229,1,35.3,81.3,12.7,38.3,3.3,18.3,24.3,7.7,32.3,23.7,7.0,4.0,11.3,39.7,87.0,12.0,32.3,4.7,18.7,22.7,11.0,38.3,25.0,5.3,2.7,12.3,44.3,86.7,10.7,30.0,4.0,16.0,21.0,9.7,25.0,26.7,7.7,5.0,9.3,39.0,75.7,10.3,27.3,3.0,17.0,20.7,8.3,33.0,24.7,5.3,6.7,17.7,BKN,CLE,2023-03-21,6,4.0,0.0,109,115,224,216.5,1.0
2159,2159,2159,2159,2159,469,0,44.3,86.7,10.7,30.0,4.0,16.0,21.0,9.7,25.0,26.7,7.7,5.0,9.3,39.0,75.7,10.3,27.3,3.0,17.0,20.7,8.3,33.0,24.7,5.3,6.7,17.7,35.3,81.3,12.7,38.3,3.3,18.3,24.3,7.7,32.3,23.7,7.0,4.0,11.3,39.7,87.0,12.0,32.3,4.7,18.7,22.7,11.0,38.3,25.0,5.3,2.7,12.3,CLE,BKN,2023-03-21,-6,-4.0,1.0,115,109,224,216.5,1.0
2160,2160,2160,2160,2160,1024,1,43.7,93.3,11.3,28.0,3.3,21.0,26.3,15.7,29.7,26.3,10.3,2.3,10.3,42.7,84.7,11.0,32.0,4.7,17.3,21.3,9.0,31.3,25.0,8.7,5.0,15.3,42.3,92.3,11.7,30.7,4.3,22.3,26.3,10.3,34.3,20.0,7.3,2.3,12.3,42.0,90.3,13.7,36.3,3.3,20.7,28.7,13.0,35.3,28.3,6.7,6.7,13.7,LAC,OKC,2023-03-21,1,-6.5,0.0,100,101,201,237.5,0.0
2161,2161,2161,2161,2161,706,0,38.3,88.7,10.7,31.0,4.3,11.7,15.7,13.7,26.3,22.7,6.7,2.7,13.0,43.0,84.3,9.3,31.7,3.7,20.7,24.0,10.3,35.3,28.7,7.3,6.7,10.7,46.3,99.3,8.3,28.3,2.3,19.0,24.3,17.0,32.0,21.7,5.7,5.3,12.3,50.7,94.7,12.3,32.0,4.0,13.3,19.7,10.3,33.7,31.0,9.0,8.0,13.0,DET,ATL,2023-03-21,22,13.5,0.0,107,129,236,236.5,0.0
2162,2162,2162,2162,2162,2369,1,39.3,83.3,10.3,30.3,3.0,19.0,23.3,7.3,31.7,26.3,6.0,5.0,13.0,46.3,84.3,12.7,27.7,4.0,18.3,23.3,7.7,34.7,30.7,7.7,6.3,11.0,44.0,84.3,10.7,26.7,4.7,13.7,17.7,8.3,31.7,30.0,5.7,4.0,12.7,39.3,83.3,11.0,31.3,4.3,16.3,20.7,12.3,25.3,24.3,9.0,3.3,13.3,WAS,DEN,2023-03-22,14,9.0,0.0,104,118,222,225.5,0.0
2163,2163,2163,2163,2163,627,0,44.0,84.3,10.7,26.7,4.7,13.7,17.7,8.3,31.7,30.0,5.7,4.0,12.7,39.3,83.3,11.0,31.3,4.3,16.3,20.7,12.3,25.3,24.3,9.0,3.3,13.3,39.3,83.3,10.3,30.3,3.0,19.0,23.3,7.3,31.7,26.3,6.0,5.0,13.0,46.3,84.3,12.7,27.7,4.0,18.3,23.3,7.7,34.7,30.7,7.7,6.3,11.0,DEN,WAS,2023-03-22,-14,-9.0,1.0,118,104,222,225.5,0.0
2164,2164,2164,2164,2164,2289,1,43.7,91.7,16.3,38.3,5.3,16.7,21.0,13.0,37.7,31.0,4.3,5.7,12.3,40.0,88.0,18.3,45.7,5.7,20.3,25.7,7.3,32.7,26.0,6.3,3.0,8.3,37.7,86.7,12.3,37.3,5.3,19.3,24.3,10.0,28.3,22.0,9.0,5.3,13.7,42.0,87.3,14.0,35.0,3.7,24.0,30.7,15.0,36.0,26.0,10.3,4.3,12.3,UTA,POR,2023-03-22,12,-5.5,0.0,115,127,242,235.0,1.0
2165,2165,2165,2165,2165,2211,1,46.3,95.3,12.3,31.0,4.0,15.3,20.3,12.3,36.0,25.7,9.0,4.3,10.7,40.7,87.0,11.3,33.0,4.0,19.3,23.0,9.0,33.0,26.7,4.3,4.7,13.0,45.3,88.7,14.3,34.3,4.7,18.0,23.0,11.0,32.7,30.3,5.0,4.7,14.3,47.3,89.0,12.0,32.7,4.0,19.7,26.7,8.3,28.7,27.7,9.3,5.3,10.0,TOR,IND,2023-03-22,4,-8.5,0.0,114,118,232,232.0,0.5
2166,2166,2166,2166,2166,945,0,45.3,88.7,14.3,34.3,4.7,18.0,23.0,11.0,32.7,30.3,5.0,4.7,14.3,47.3,89.0,12.0,32.7,4.0,19.7,26.7,8.3,28.7,27.7,9.3,5.3,10.0,46.3,95.3,12.3,31.0,4.0,15.3,20.3,12.3,36.0,25.7,9.0,4.3,10.7,40.7,87.0,11.3,33.0,4.0,19.3,23.0,9.0,33.0,26.7,4.3,4.7,13.0,IND,TOR,2023-03-22,-4,8.5,1.0,118,114,232,232.0,0.5
2167,2167,2167,2167,2167,1420,1,45.3,89.3,12.3,29.7,6.7,23.0,30.3,10.0,32.0,31.3,6.7,4.7,14.7,49.0,89.7,11.3,26.3,5.0,22.3,26.3,7.3,34.7,24.0,9.0,4.0,14.0,46.3,98.7,11.7,33.7,3.3,20.3,27.0,18.0,34.3,24.7,5.3,6.0,10.3,45.0,94.3,12.7,36.0,4.3,14.7,20.0,11.7,31.7,24.7,7.7,5.3,12.7,MIN,ATL,2023-03-22,-1,-3.5,0.0,125,124,249,242.0,1.0
2168,2168,2168,2168,2168,72,0,46.3,98.7,11.7,33.7,3.3,20.3,27.0,18.0,34.3,24.7,5.3,6.0,10.3,45.0,94.3,12.7,36.0,4.3,14.7,20.0,11.7,31.7,24.7,7.7,5.3,12.7,45.3,89.3,12.3,29.7,6.7,23.0,30.3,10.0,32.0,31.3,6.7,4.7,14.7,49.0,89.7,11.3,26.3,5.0,22.3,26.3,7.3,34.7,24.0,9.0,4.0,14.0,ATL,MIN,2023-03-22,1,3.5,1.0,124,125,249,242.0,1.0
2169,2169,2169,2169,2169,1339,1,43.3,85.3,13.0,38.7,4.0,19.3,28.0,9.7,35.3,28.3,5.3,6.0,12.0,46.3,97.0,14.7,34.3,4.7,10.7,14.3,8.3,33.0,28.0,6.0,3.3,8.7,40.0,93.0,15.7,40.3,4.3,14.3,21.3,12.0,32.0,26.3,9.3,4.0,15.0,47.3,94.3,9.7,28.0,3.0,16.7,21.3,13.3,37.3,26.3,8.3,5.0,15.0,MIL,SAS,2023-03-22,-36,-19.0,1.0,130,94,224,237.5,0.0
2170,2170,2170,2170,2170,2132,0,40.0,93.0,15.7,40.3,4.3,14.3,21.3,12.0,32.0,26.3,9.3,4.0,15.0,47.3,94.3,9.7,28.0,3.0,16.7,21.3,13.3,37.3,26.3,8.3,5.0,15.0,43.3,85.3,13.0,38.7,4.0,19.3,28.0,9.7,35.3,28.3,5.3,6.0,12.0,46.3,97.0,14.7,34.3,4.7,10.7,14.3,8.3,33.0,28.0,6.0,3.3,8.7,SAS,MIL,2023-03-22,36,19.0,0.0,94,130,224,237.5,0.0
2171,2171,2171,2171,2171,1973,0,37.7,86.7,12.3,37.3,5.3,19.3,24.3,10.0,28.3,22.0,9.0,5.3,13.7,42.0,87.3,14.0,35.0,3.7,24.0,30.7,15.0,36.0,26.0,10.3,4.3,12.3,43.7,91.7,16.3,38.3,5.3,16.7,21.0,13.0,37.7,31.0,4.3,5.7,12.3,40.0,88.0,18.3,45.7,5.7,20.3,25.7,7.3,32.7,26.0,6.3,3.0,8.3,POR,UTA,2023-03-22,-12,5.5,1.0,127,115,242,235.0,1.0
2172,2172,2172,2172,2172,1579,0,43.7,83.0,12.7,31.7,5.0,24.3,30.0,10.3,32.7,24.0,8.0,5.0,13.3,44.0,88.7,14.3,34.0,7.0,16.7,21.7,8.0,27.0,28.7,6.7,3.0,12.7,40.7,81.0,12.0,35.0,3.7,23.0,27.3,10.0,30.7,29.7,5.3,3.7,12.0,43.0,84.3,15.0,37.3,4.0,9.7,12.3,8.7,28.0,29.7,6.0,2.7,12.3,NYK,MIA,2023-03-22,7,2.0,0.0,120,127,247,223.5,1.0
2173,2173,2173,2173,2173,1181,1,47.3,95.0,14.0,37.0,3.3,15.0,21.3,14.3,32.7,27.7,7.7,5.7,11.3,39.0,91.0,14.7,41.0,4.3,23.0,27.7,13.0,31.3,26.7,6.3,5.3,14.7,37.7,85.7,10.0,33.7,4.0,24.3,28.7,12.0,31.0,16.3,9.0,2.3,13.7,41.7,85.0,14.0,35.7,4.3,19.3,22.7,11.3,29.3,27.0,9.0,5.0,12.3,MEM,HOU,2023-03-22,-5,-12.0,0.0,130,125,255,232.5,1.0
2174,2174,2174,2174,2174,865,0,37.7,85.7,10.0,33.7,4.0,24.3,28.7,12.0,31.0,16.3,9.0,2.3,13.7,41.7,85.0,14.0,35.7,4.3,19.3,22.7,11.3,29.3,27.0,9.0,5.0,12.3,47.3,95.0,14.0,37.0,3.3,15.0,21.3,14.3,32.7,27.7,7.7,5.7,11.3,39.0,91.0,14.7,41.0,4.3,23.0,27.7,13.0,31.3,26.7,6.3,5.3,14.7,HOU,MEM,2023-03-22,5,12.0,1.0,125,130,255,232.5,1.0
2175,2175,2175,2175,2175,1103,1,37.7,84.0,9.7,32.0,3.3,25.3,33.3,11.0,32.3,23.0,5.7,5.0,11.7,42.7,90.0,11.3,33.7,3.3,13.3,18.3,12.0,31.3,24.3,7.0,3.3,12.7,42.7,92.3,12.0,31.3,3.0,16.0,19.0,8.0,30.7,26.7,7.0,5.7,13.0,41.7,85.0,10.3,31.7,3.0,24.0,32.0,10.0,35.7,23.0,7.7,4.0,14.7,LAL,PHX,2023-03-22,-11,-1.0,1.0,122,111,233,227.5,1.0
2176,2176,2176,2176,2176,1894,0,42.7,92.3,12.0,31.3,3.0,16.0,19.0,8.0,30.7,26.7,7.0,5.7,13.0,41.7,85.0,10.3,31.7,3.0,24.0,32.0,10.0,35.7,23.0,7.7,4.0,14.7,37.7,84.0,9.7,32.0,3.3,25.3,33.3,11.0,32.3,23.0,5.7,5.0,11.7,42.7,90.0,11.3,33.7,3.3,13.3,18.3,12.0,31.3,24.3,7.0,3.3,12.7,PHX,LAL,2023-03-22,11,1.0,0.0,111,122,233,227.5,1.0
2177,2177,2177,2177,2177,548,1,41.0,83.0,14.7,34.3,5.0,22.0,25.3,8.3,33.0,24.0,5.7,4.0,14.3,44.3,93.3,10.0,29.7,2.7,18.0,27.7,15.3,31.0,23.3,6.7,3.3,11.0,43.3,92.3,13.7,41.0,4.3,19.3,24.3,15.7,32.3,28.7,7.0,7.7,16.0,46.0,96.0,14.7,38.3,3.7,16.0,22.0,12.3,29.3,25.3,8.7,5.0,11.0,DAL,GSW,2023-03-22,2,3.5,1.0,125,127,252,236.5,1.0
2178,2178,2178,2178,2178,786,0,43.3,92.3,13.7,41.0,4.3,19.3,24.3,15.7,32.3,28.7,7.0,7.7,16.0,46.0,96.0,14.7,38.3,3.7,16.0,22.0,12.3,29.3,25.3,8.7,5.0,11.0,41.0,83.0,14.7,34.3,5.0,22.0,25.3,8.3,33.0,24.0,5.7,4.0,14.3,44.3,93.3,10.0,29.7,2.7,18.0,27.7,15.3,31.0,23.3,6.7,3.3,11.0,GSW,DAL,2023-03-22,-2,-3.5,0.0,127,125,252,236.5,1.0
2179,2179,2179,2179,2179,308,1,45.0,89.3,11.7,30.3,3.7,18.7,21.7,5.0,35.3,25.7,9.7,6.0,10.3,39.7,90.7,12.7,38.3,6.0,19.7,25.7,12.3,35.3,28.0,6.0,6.0,15.7,46.0,90.0,11.7,34.3,4.3,18.7,23.0,9.7,39.0,27.7,9.3,7.7,13.0,37.7,89.0,8.0,33.0,2.7,20.7,25.0,7.7,31.7,22.7,9.0,6.0,12.3,CHI,PHI,2023-03-22,25,1.5,0.0,91,116,207,220.0,0.0
2180,2180,2180,2180,2180,1815,0,46.0,90.0,11.7,34.3,4.3,18.7,23.0,9.7,39.0,27.7,9.3,7.7,13.0,37.7,89.0,8.0,33.0,2.7,20.7,25.0,7.7,31.7,22.7,9.0,6.0,12.3,45.0,89.3,11.7,30.3,3.7,18.7,21.7,5.0,35.3,25.7,9.7,6.0,10.3,39.7,90.7,12.7,38.3,6.0,19.7,25.7,12.3,35.3,28.0,6.0,6.0,15.7,PHI,CHI,2023-03-22,-25,-1.5,1.0,116,91,207,220.0,0.0
2181,2181,2181,2181,2181,1262,1,40.7,81.0,12.0,35.0,3.7,23.0,27.3,10.0,30.7,29.7,5.3,3.7,12.0,43.0,84.3,15.0,37.3,4.0,9.7,12.3,8.7,28.0,29.7,6.0,2.7,12.3,43.7,83.0,12.7,31.7,5.0,24.3,30.0,10.3,32.7,24.0,8.0,5.0,13.3,44.0,88.7,14.3,34.0,7.0,16.7,21.7,8.0,27.0,28.7,6.7,3.0,12.7,MIA,NYK,2023-03-22,-7,-2.0,1.0,127,120,247,223.5,1.0
2182,2182,2182,2182,2182,1738,1,42.0,88.7,10.7,32.0,4.3,18.7,22.3,9.7,34.0,24.7,9.7,4.3,13.3,40.0,83.7,9.7,28.7,3.0,20.7,26.3,8.7,34.0,26.0,6.0,5.3,14.7,43.7,83.3,13.0,33.3,5.7,23.0,27.0,10.3,29.3,26.0,7.7,4.0,14.7,46.3,82.0,14.0,28.3,5.7,19.0,24.3,5.0,27.0,30.7,7.0,2.3,12.7,ORL,NYK,2023-03-23,-5,2.5,1.0,111,106,217,226.0,0.0
2183,2183,2183,2183,2183,1580,0,43.7,83.3,13.0,33.3,5.7,23.0,27.0,10.3,29.3,26.0,7.7,4.0,14.7,46.3,82.0,14.0,28.3,5.7,19.0,24.3,5.0,27.0,30.7,7.0,2.3,12.7,42.0,88.7,10.7,32.0,4.3,18.7,22.3,9.7,34.0,24.7,9.7,4.3,13.3,40.0,83.7,9.7,28.7,3.0,20.7,26.3,8.7,34.0,26.0,6.0,5.3,14.7,NYK,ORL,2023-03-23,5,-2.5,0.0,106,111,217,226.0,0.0
2184,2184,2184,2184,2184,1499,1,42.0,82.7,11.7,27.7,3.7,20.3,24.0,7.7,33.3,27.0,7.7,3.7,11.7,34.7,83.7,11.0,35.3,4.0,21.3,27.0,11.0,30.7,19.0,7.0,2.7,12.7,37.7,84.0,7.0,29.7,2.3,18.0,24.3,7.7,29.7,24.7,8.3,6.7,14.3,42.7,87.3,11.0,29.3,4.3,20.3,26.0,11.7,35.0,26.7,7.3,7.0,14.0,NOP,CHA,2023-03-23,-19,-9.0,1.0,115,96,211,225.5,0.0
2185,2185,2185,2185,2185,389,0,37.7,84.0,7.0,29.7,2.3,18.0,24.3,7.7,29.7,24.7,8.3,6.7,14.3,42.7,87.3,11.0,29.3,4.3,20.3,26.0,11.7,35.0,26.7,7.3,7.0,14.0,42.0,82.7,11.7,27.7,3.7,20.3,24.0,7.7,33.3,27.0,7.7,3.7,11.7,34.7,83.7,11.0,35.3,4.0,21.3,27.0,11.0,30.7,19.0,7.0,2.7,12.7,CHA,NOP,2023-03-23,19,9.0,0.0,96,115,211,225.5,0.0
2186,2186,2186,2186,2186,1025,1,42.0,90.0,8.0,27.0,2.7,16.3,22.7,14.3,31.7,23.3,9.7,2.7,12.3,39.3,86.3,8.7,32.3,2.7,18.0,21.0,10.7,33.3,22.0,7.7,6.0,13.7,40.3,90.3,11.3,32.0,3.0,20.0,23.3,9.7,33.7,19.0,5.0,3.7,13.0,44.0,91.7,11.7,33.0,3.0,16.3,24.3,13.3,35.0,27.0,8.7,5.7,12.3,LAC,OKC,2023-03-23,-22,-5.0,1.0,127,105,232,230.5,1.0
2187,2187,2187,2187,2187,230,1,37.3,84.7,11.7,35.7,3.0,16.0,20.7,10.3,30.7,23.7,8.0,4.0,11.0,38.7,81.7,13.0,31.0,4.3,17.7,22.0,9.0,34.7,25.3,4.3,3.7,14.0,43.3,85.0,10.7,29.7,3.7,16.3,21.7,9.7,26.3,24.7,7.0,4.0,11.3,38.3,81.0,11.3,30.7,3.0,19.0,23.3,12.7,31.7,23.7,6.3,5.7,16.7,BKN,CLE,2023-03-23,2,3.5,1.0,114,116,230,219.0,1.0
2188,2188,2188,2188,2188,470,0,43.3,85.0,10.7,29.7,3.7,16.3,21.7,9.7,26.3,24.7,7.0,4.0,11.3,38.3,81.0,11.3,30.7,3.0,19.0,23.3,12.7,31.7,23.7,6.3,5.7,16.7,37.3,84.7,11.7,35.7,3.0,16.0,20.7,10.3,30.7,23.7,8.0,4.0,11.0,38.7,81.7,13.0,31.0,4.3,17.7,22.0,9.0,34.7,25.3,4.3,3.7,14.0,CLE,BKN,2023-03-23,-2,-3.5,0.0,116,114,230,219.0,1.0
2189,2189,2189,2189,2189,1657,0,40.3,90.3,11.3,32.0,3.0,20.0,23.3,9.7,33.7,19.0,5.0,3.7,13.0,44.0,91.7,11.7,33.0,3.0,16.3,24.3,13.3,35.0,27.0,8.7,5.7,12.3,42.0,90.0,8.0,27.0,2.7,16.3,22.7,14.3,31.7,23.3,9.7,2.7,12.3,39.3,86.3,8.7,32.3,2.7,18.0,21.0,10.7,33.3,22.0,7.7,6.0,13.7,OKC,LAC,2023-03-23,22,5.0,0.0,105,127,232,230.5,1.0
2190,2190,2190,2190,2190,1974,1,40.0,84.7,11.0,36.0,4.0,22.7,28.3,8.7,31.3,24.0,9.3,6.0,13.0,41.0,87.7,12.7,35.0,3.7,24.7,31.3,14.3,35.0,26.3,9.0,3.3,14.0,39.3,85.7,10.0,30.7,3.3,15.7,19.0,8.0,30.7,24.0,9.0,5.3,13.0,37.3,84.7,12.0,36.7,4.7,20.0,24.0,11.3,34.3,27.0,7.0,4.7,15.7,POR,CHI,2023-03-24,28,7.5,0.0,96,124,220,220.0,0.5
2191,2191,2191,2191,2191,2133,0,39.0,91.3,12.0,36.0,3.7,11.3,18.3,9.3,32.0,24.7,8.0,4.7,15.0,48.0,93.3,10.0,29.7,3.0,16.3,22.3,11.7,39.7,25.3,7.3,3.3,14.3,42.3,87.0,9.0,31.3,2.7,17.7,22.0,8.7,30.0,25.7,5.7,4.3,10.0,44.3,83.0,16.3,32.0,5.7,19.0,23.0,8.3,34.0,29.7,7.0,4.7,11.0,SAS,WAS,2023-03-24,12,8.5,0.0,124,136,260,229.0,1.0
2192,2192,2192,2192,2192,2290,1,42.3,89.0,14.7,37.3,4.7,21.0,27.0,10.0,40.3,28.7,3.3,6.0,12.0,42.7,92.7,18.0,48.0,5.7,18.0,23.7,6.7,35.3,28.7,5.3,3.3,6.7,47.0,89.7,14.0,40.0,4.3,15.7,23.7,8.7,39.0,28.3,6.0,5.3,13.0,44.7,96.3,15.0,39.7,4.7,10.3,15.7,8.3,34.7,29.0,6.0,4.3,11.3,UTA,MIL,2023-03-24,28,10.0,0.0,116,144,260,233.5,1.0
2193,2193,2193,2193,2193,1340,0,47.0,89.7,14.0,40.0,4.3,15.7,23.7,8.7,39.0,28.3,6.0,5.3,13.0,44.7,96.3,15.0,39.7,4.7,10.3,15.7,8.3,34.7,29.0,6.0,4.3,11.3,42.3,89.0,14.7,37.3,4.7,21.0,27.0,10.0,40.3,28.7,3.3,6.0,12.0,42.7,92.7,18.0,48.0,5.7,18.0,23.7,6.7,35.3,28.7,5.3,3.3,6.7,MIL,UTA,2023-03-24,-28,-10.0,1.0,144,116,260,233.5,1.0
2194,2194,2194,2194,2194,2370,1,42.3,87.0,9.0,31.3,2.7,17.7,22.0,8.7,30.0,25.7,5.7,4.3,10.0,44.3,83.0,16.3,32.0,5.7,19.0,23.0,8.3,34.0,29.7,7.0,4.7,11.0,39.0,91.3,12.0,36.0,3.7,11.3,18.3,9.3,32.0,24.7,8.0,4.7,15.0,48.0,93.3,10.0,29.7,3.0,16.3,22.3,11.7,39.7,25.3,7.3,3.3,14.3,WAS,SAS,2023-03-24,-12,-8.5,1.0,136,124,260,229.0,1.0
2195,2195,2195,2195,2195,2212,1,43.7,92.7,10.0,31.7,3.7,18.3,24.0,10.3,31.7,23.0,9.3,4.7,10.7,41.7,81.3,10.7,29.7,4.0,20.3,24.7,8.0,34.0,29.7,4.0,5.0,14.7,38.0,86.0,11.7,33.0,4.3,14.7,19.7,10.3,26.7,23.3,6.7,2.3,12.3,43.0,87.7,11.7,33.7,3.7,22.3,28.7,14.0,36.0,29.3,6.0,5.7,9.3,TOR,DET,2023-03-24,-21,-13.5,1.0,118,97,215,224.0,0.0
2196,2196,2196,2196,2196,707,0,38.0,86.0,11.7,33.0,4.3,14.7,19.7,10.3,26.7,23.3,6.7,2.3,12.3,43.0,87.7,11.7,33.7,3.7,22.3,28.7,14.0,36.0,29.3,6.0,5.7,9.3,43.7,92.7,10.0,31.7,3.7,18.3,24.0,10.3,31.7,23.0,9.3,4.7,10.7,41.7,81.3,10.7,29.7,4.0,20.3,24.7,8.0,34.0,29.7,4.0,5.0,14.7,DET,TOR,2023-03-24,21,13.5,0.0,97,118,215,224.0,0.0
2197,2197,2197,2197,2197,2053,1,42.7,88.0,19.3,44.3,5.0,15.7,23.0,8.3,34.7,29.0,5.0,4.7,9.3,45.3,90.3,15.7,38.7,5.0,19.7,24.3,9.7,36.0,31.0,6.0,5.3,8.7,43.0,90.7,13.3,34.0,3.3,16.3,20.3,9.3,28.7,26.7,7.0,6.7,15.0,41.3,80.0,9.0,24.3,3.0,28.0,35.0,7.3,35.0,24.0,7.3,2.7,15.0,SAC,PHX,2023-03-24,-8,-4.0,1.0,135,127,262,239.5,1.0
2198,2198,2198,2198,2198,1895,0,43.0,90.7,13.3,34.0,3.3,16.3,20.3,9.3,28.7,26.7,7.0,6.7,15.0,41.3,80.0,9.0,24.3,3.0,28.0,35.0,7.3,35.0,24.0,7.3,2.7,15.0,42.7,88.0,19.3,44.3,5.0,15.7,23.0,8.3,34.7,29.0,5.0,4.7,9.3,45.3,90.3,15.7,38.7,5.0,19.7,24.3,9.7,36.0,31.0,6.0,5.3,8.7,PHX,SAC,2023-03-24,8,4.0,0.0,127,135,262,239.5,1.0
2199,2199,2199,2199,2199,309,0,39.3,85.7,10.0,30.7,3.3,15.7,19.0,8.0,30.7,24.0,9.0,5.3,13.0,37.3,84.7,12.0,36.7,4.7,20.0,24.0,11.3,34.3,27.0,7.0,4.7,15.7,40.0,84.7,11.0,36.0,4.0,22.7,28.3,8.7,31.3,24.0,9.3,6.0,13.0,41.0,87.7,12.7,35.0,3.7,24.7,31.3,14.3,35.0,26.3,9.0,3.3,14.0,CHI,POR,2023-03-24,-28,-7.5,1.0,124,96,220,220.0,0.5
2200,2200,2200,2200,2200,549,1,41.0,84.0,14.7,36.7,5.0,18.0,22.3,7.7,26.7,25.3,6.7,3.3,11.7,44.7,87.7,9.0,31.3,2.7,18.0,25.0,13.7,31.7,25.7,6.7,3.7,12.0,36.0,86.3,8.0,34.3,2.7,17.7,24.7,7.0,29.7,23.3,10.0,5.3,13.7,42.7,90.7,10.0,30.7,3.7,19.7,24.7,12.7,41.3,25.7,8.3,5.0,15.0,DAL,CHA,2023-03-24,8,-16.0,0.0,109,117,226,229.0,0.0
